GameID,PostID,FamilyAID,FamilyBID,GameTitle,FastMoneyID,QS_FastMoney_Q1,QS_FastMoney_Q2,QS_FastMoney_Q3,QS_FastMoney_Q4,QS_FastMoney_Q5,QS_FastMoney_Answers
1330,768,1423,1421,"G1: Crawfords (CHI)(Kahmeelah, Maya, Jessica, Annette & Deon) v. Callanans",6897,: Someone who makes you life more difficult than it should be.,: On the scale how important's the all-mighty dollar?,: What day do you do your laundry?,: Something people ride on that can cause motion sickness.,: A famous duck.,"Jessica: Mom (6), 10 (25), Sun. (35), amusement park rides (49) & Donald (51)
Kahmeelah: Boss (32), 8 (20), Sat., boat & Daffy"
1331,768,1422,1424,"G2: Schulners v. Andersons (Loganville, GA)(Sinita, Donna, Deandre, Carl & Erica)",6903,: How much $ would you need before you'd say â€œMoney does buy you happinessâ€?,: A veggie people HATE.,: Give me a word rhyming w/ â€œdaddyâ€.,: An animal you might see drinking from a pond.,: Something you own you WOULDN'T want to see smoke coming from.,"Eliana: $1M (38), cucumbers, saddy, hippo & fridge
Jen: $1B (8), Brussels sprouts (17), fatty (7), lion & home (46)
Unsaid #1s: Broccoli, caddy & deer || "
1332,769,1423,1425,"G1: Crawfords v. Filias (Irvine, CA)(Mike, Stacy, Ric, Nancy & Steve)",6908,: Something you thought you lost only to find you've been sitting on it.,: Soap___________,: How long do you usually stay in a BAD mood?,: Something that goes up/down all day.,: Something in Vegas starting w/ C.,"Jessica: Glasses (9), water, day (30), temperature (13) & casino (51)
Kahmeelah: Credit card (17), dish (29), wk., elevator (34) & cash (13)
Unsaid #1: Keys"
1333,769,1422,1426,"G2: Schulners v. Prices (DAL)(Rayvone, John, Jonte, Chandra & Deshaun)",6913,: Name the age when a kid's allowed to stay out past midnight.,: Something animals have that humans DON'T.,: ______ for nothing,: Something guys love to do while watching the Super Bowl.,: Something you need to play a game of ping-pong.,"Rayvone: 18 (34), paws (9), Good (18), drink (44) & paddles (61)
Deshaun: 17 (24), fur (28), Something, eat & table
Unsaid #1s: Tail & All || "
1334,770,1423,1427,"G1: Crawfords v. Owingses (Ames)(Ellen, Maura, Nate, Brian & Dennis)",6918,: How long after a vasectomy can a man make whoopie again?,: A musical instrument you have to sit down to play.,: Name your favorite fried food.,: A body part that stiffens up as you get older.,: Another word for â€œlaughâ€.,"Nate: Day (5), tuba, fries (30), knees/legs (45) & jolly
Brian: Wk. (21), sax, chicken (wings)(43), elbows (2) & chuckle (44)
Unsaid #1: Piano"
1335,770,1428,1426,"G2: Harshmans (BAL, MD)(John, Linda, Lauren, Jenny & Valerie) v. Prices",6923,: Acc. to the women name a part of your body that's starting to look like your mom's.,": Keeping it clean, give me a word rhyming w/ â€œduckâ€.",: Something women wear that's made w/ elastic.,: The earliest hr. you've ever gotten up.,: Something you do nonstop.,"Linda: Breasts (12), suck (12), leggings, 5AM (9) & breathe (47)
John: Bottom (21), truck (11), bra (19), 4AM (22) & exercise
Unsaid #1s: Face, luck, underpants & 3AM || "
1336,771,1429,1427,"G1: Roulhacs (DET)(Vicki, Mayowa, Donnah, Brittney & Kaylin) v. Owingses",6928,: Acc. to single men on the scale how much do you want a woman who's smart?,: Something you need to play pin the tail on the donkey.,: Fuzzy_______,: A person might celebrate a new job by getting a new what?,: A place you'd see a lifeguard.,"Brittney: 4 (2), tail (19), balls (2), car (54) & beach (50)
Vicki: 10 (35), pin (33), navel (17), apartment & poolÂ 
Unsaid #1s: 8, blindfold & blanket"
1337,771,1428,1430,"G2: Harshmans v. Campbells (L.A.)(Pamela, Nicolette, Arlene, Robinetta & Darlene)",6933,: Someone you hold back from telling exactly what you think of 'em.,: On the scale how stressful's being a parent?,: A word rhyming w/ â€œforkâ€.,: A body part that might turn blue on a cold day.,: An animal that's larger than a human.,"Pamela: Spouse/mate (15), 5 (10), pork (32), fingers/hands (36) & elephant (35)
Rebecca: Mom-in-law (7), 10 (37), spork (3), nose (7) & lion
Unsaid #1s: Boss/coworker, dork, lips & bear || "
1338,772,1429,1431,"G1: Roulhacs v. Gaineses (OKC)(Mike, Erika, Chris, Travis & Ben)",6938,: Acc. to married men on the scale how ANNOYING's your mom-in-law?,: A word that rhymes w/ â€œchillyâ€.,: Name the WORST thing to be out of order at work.,: Something you see flying in the sky.,: A color of a baby's rm.,"Travis: 8 (11), Billy (12), copier (8), plane (46) & pink (29)
Mike: 5 (13), willy (32), computer (21), bird (42) & blue
Unsaid #1s: 1 & bathroom/toilet"
1339,772,1432,1430,"G2: Turfes (DET)(Allie, Yusra, Danya, Kayla & Joe) v. Campbells",6943,: Acc. to married men on the scale how good's your wife cooking?,: Something you bounce up & down on.,: A state w/ a desert.,: Something you assoc. w/ the month of December.,: Something a house painter uses.,"Pamela: 8 (18), trampoline (35), AZ (36), Christmas (42) & scaffolding
Robinetta: 6 (9), balls (31), NV (21- AZ & CA tied for #1), Hanukkah & rollers (4)
Unsaid #1s: 10 & paintbrushes || "
1340,782,1433,1431,"G1: Herrings (Tarboro, NC)(Chaurita, Jeremy, Elizabeth, Tanisha & Kristian) v. Gaineses",6948,: Acc. to the men tell me the WORST thing to be wearing one size too tight.,: Someone who RARELY compliments you.,: Tell the age when kids STOP being afraid of the dark.,: Something that's between your cheeks.,: April _________,"Ben: Undies (53), children (16), nine (5), mouth/lips (34) & Fools' (42)
Chris: Pants (25), spouse/mate (23), six (4), top & prank
Unsaid #1s: 10 & showers"
1341,782,1435,1430,"G2: Friends (Rancho Cucamonga)(Michael, Brittany, Samantha, Cindy & Dennis) v. Campbells",6953,": If â€œLiar liar, pants on fireâ€ was true name an occupation whose pants would be in flames.",: On the scale how happy are you w/ what you've got?,: A game a person might play in a bar.,: Something people say's tight.,: Something people wipe off their lips.,"Michael: Lawyer (40), 6 (11), pool (24), clothes/shoes (32) & food (51)
Brittany (married to Michael): Dr., 9 (13), darts (26) & lipstick (30)
Unsaid #1s: Politician & 8 || "
1342,783,1437,1431,"G1: Cheathams (Rancho Cucamonga)(David, Carla, D'Metrius, Byron & Nathan) v. Gaineses",6959,: Acc. to the men how many women have you kissed romantically in your life?,: A word rhyming w/ â€œlungâ€.,: Something a guy makes himself for dinner.,: Besides $ something you wish for almost everyday.,: Who does Mickey Mouse hang out w/?,"Erika: 15, sung (24), frozen meal (10), bigger home (8) & Donald Duck (11)
Mike: Five (4), hung (28), sandwich (22), happiness (11) & Minnie (61)
Unsaid #1s: Two & good health"
1343,783,1435,1438,"G2: Friends v. Prices (CLE, OH)(Jason, Stephanie, James, Tracie & Tyler)",6964,: Acc. to married women how many push-ups do you think your hubby could do?,: The last part of your body to get wrinkles on it.,: Smothered w/ _________,: Something beer makes you do.,: An animal that would probably find you very tasty.,"Michael: Five (24), face, love (28), act STUPID & lion (40)
Brittany: 10 (22), hands (2), lotion, get drunk (2) & bear (16)
Unsaid #1s: Feet & butt (tied) & burp || "
1344,784,1439,1431,"G1: Vieuxs (PHI)(Lovely, Andrew, Daphnee, Andy & Pascale) v. Gaineses",6970,: If you asked 100 women what do men want how many of those women would answer sex?,: A job at the airport.,: Besides pets something people see in their yard.,: Something that comes in pairs.,: Something you say before you go to bed.,"Travis: 100 (39), baggage (24), kids & goodnight (47)
Chris: 75 (4), breasts (6) & I love you (6)
Unsaid #1s: Security/TSA, squirrels & socks"
1345,784,1435,1440,"G2: Friends v. Timberlakes (Creedmoor, NC)(Chris, Jordan, Kendra, Gloria & Don)",6975,: Acc. to married men on the scale how drunk were you at your wedding?,: A vegetable people serve w/ dips.,: Something you might see a gardener doing around the home.,: What's the 1st thing you do when you get off a long airplane flight?,: A game played on a court.,"Brittany: 7, broccoli (16), mow lawn (12), stretch legs (37) & basketball (40)
Michael: 8 (27), celery (30), cutting hedges (18), get your baggage (5)
Unsaid #1s: Carrot, weeding, use restroom & tennis || "
1346,785,1441,1431,"FIRST CG OF S20: Davises (Akron)(Allison, Scott, Maureen, Jackie & Josh) v. Gaineses",6980,: Acc. to the women name a breed of dog that's as sloppy a kisser as some guys you know.,: How many hrs. a day do you spend online?,: Something a farmer probably gets tired of doing.,: A public place where you see lovers quarreling.,: A kind of uniform that can make even a nerdy guy attractive.,"Erika: Bulldog (16), five (17), pulling veggies (9), movies (8) & fireman (18)
Ben: St. Bernard (24), four (19), driving tractor (26), supermarket (17) & military (51)- ONLY 2ND CLAN EVER TO BREAK $60K OUTSIDE OF TOURNEY PLAY IN CURRENT ERA!!!!!!!!!
Unsaid #1s: Three, getting up early/plowing & park (VB)"
1347,785,1435,1442,"G2: Friends v. Lumpkinses (S.D.)(Chris, Diana, Maya, Chauncey & Salina)",6985,: Acc. to the women name something you do topless.,: A part of the body you can massage yourself.,: On the scale how confident are you?,: Something you buy a roll of.,: Give me a word rhyming w/ â€œdollarâ€.,"Samantha: Swim (12), back, 5 (8), T.P. (50) & scholar (4)
Cindy: Shower/bath (48), legs (19), 9 (20), power towels (25) & collar (39)
Unsaid #1s: Feet, 8 & holler || "
1348,786,1443,1433,"G1: Andersens (Morgan, UT)(Jared, Lisa, Derek, Lance & Devron) v. Herrings",6991,: Acc. to married men on the scale how good of a lie detector's your wife?,: An insect/bug that you hope NEVER gets inside your ears.,: Give me a word rhyming w/ â€œsqueezeâ€.,: Get out of my what?,: An American city w/ the best-dressed men.,"Jeremy: 10 (11), ant (4), please (19), way (36) & NY (55)
Kristian: 5 (22), roach (19), cheese (12), face (8) & ATL
Unsaid #1s: Bee/wasp & breeze"
1349,786,1435,1444,"OTHER CG THIS WK.: Friends v. Delormes (Fond du Lac, WI)(Monique, Chuckie, Mickie, Cammie & Kate)",6996,: The best part of being single is that you NEVER have to share your what?,: The hippest city in the world.,: A kind of dog that walks you instead of the other way around.,: On avg. how many times a day do you kiss your spouse?,: A flower that can be white.,"Samantha: Bed/blanket (21), NY (28), beagle, five (12) & rose (47)
Cindy: Bathroom (11), S.F. (18), German Shepherd (8), three (31) & lily (17)
Unsaid #1: Great Dane || "
1350,788,1445,1433,"G1: Palladinos (Staten Island)(Angelo, Andrea, Angelo Sr. Rosemarie & Anthony) v. Herrings",7001,: On the scale how would your boss rate you as an employee?,: When there's a feud in your family who usually starts it?,: A chore a kid's expected to do everyday.,: A holiday where adults act like children.,: Tell me the night of the wk. when restaurants are most crowded.,"Jeremy: 5 (2), mom (14), dishes (20), Thanksgiving & Fri. (48)
Kristian: 10 (29), spouse/mate (28), trash (14), Christmas (28) & Thurs. (3)
Unsaid #1s: 8, make bed & Halloween"
1351,788,1446,1447,"G2: Garretts (Conway, AR)(Dante, Shawnte, Jane, Steve & Winora) v. Crosbys (Bonner Springs, KS)(Mike, Jessica, Dustin, Jen & Sandy)",7006,: When someone loses 10lbs how long before they put it back on?,: A word rhyming w/ â€œgropeâ€.,: Something a baby grabs because (s)he wants it.,: Something that's described as a man-eater.,: Something you might see floating in the air.,"Jen: Half-yr. (20), hope (24), mom, woman (17) & clouds (7)
Jessica: Month (18- three months tied for #1 w/ half-yr.), elope, bottle (29), bear (5) & balloons (42)
Unsaid #1s: Rope & shark || "
1352,789,1448,1433,"G1: Memics (STL)(Amina, Lejla, Sejla, Sumeja & Amela) v. Herrings",7011,: Something a wife's glad she DOESN'T have to do for her hubby anymore after they DIVORCE.,: Something many people are allergic to.,: Tell me how long a couple should date before getting married.,: Give me another name for a swimsuit.,: A piece of jewelry worn by either sex.,"Elizabeth: Cook (33), cats (28), yr. (42) & watch (36)
Tanisha: Sew, bees (5), 2yrs (24), bikini (35) & earring
Unsaid #1s: Pollen, bathing suit & (wedding) ring"
1353,789,1449,1447,"G2: Hossains (Queens)(Marouf, Mahfug, Zaker, Sharmin & Omar) v. Crosbys",7017,: An animal you'd be surprised a farmer brings into their home on a cold night.,: An occupation that works a lot of overtime.,: On the scale how important are their looks to most people?,: A word rhyming w/ â€œcrunchâ€.,: A reason why you might need to get a new pair of glasses.,"Dustin: Pig (31), plumber, 10 (24), brunch (9) & they broke (38)
Jessica: Cow (27), doctor (23), 8 (39), bunch (42) & wrong prescription
Unsaid #1s: Police & CAN'T see/vision change || "
1354,790,1450,1433,"CG: Joneses (Little Rock)(Trayce, Derrick Young, Tira, Rhonda & Orlando) v. Herrings",7022,: A woman might want the biggest rm. in her home to be a what?,: Give me a word rhyming w/ â€œfeudâ€.,: Something you see in a bowling alley.,: How long before a departure do you get to an airport?,: Something you'd need if you want to start a circus.,"Derrick: Salon, rude (11), pins (45), 90min (11) & animals (42)
Trayce: Laundry, lewd/lude (28), lanes (3), hr. (24) & ringmaster
Unsaid #1s: Closet, dude & 2hrs"
1355,790,1446,1447,G2: Garretts v. Crosbys,7028,: Tell me how many dates the avg. single person goes on in one month.,: I wish everyday could be __________.,: Tell me something you do BADLY when you're drunk.,: Who's the last person you hung up on?,: An animal w/ big feet.,"Dustin: Six (7), merry, drive (27), in-law & bigfoot
Jessica: Five (15), Saturday (22), walk (17- talk tied for #1), spouse/mate (17) & elephant (43)
Unsaid #1s: Four & telemarketer || "
1356,791,1450,1451,"G1: Joneses v. Loes (Cyprus, CA)(Jenny, Stephy, Melly, Tara & Tiffy)",7033,: On the scale how good a night do you normally have on New Yr.'s Eve?,: A sport you could NEVER play on grass.,: An ingredient used to make lasagna.,: A city that probably has the best nightclubs.,: A specific body joint.,"Jenny: 10 (14), basketball (39), cheese (41), NY (40) & elbow (44)
Stephy: 9 (2), baseball, tomatoes (18), L.A. (17) & knee
Unsaid #1: 5"
1357,791,1452,1447,"G2: McCulloughs (D.C.)(Tiffany, Christopher, Rushinda, Tamara & Duane) v. Crosbys",7038,: Acc. to the women name an article of clothing that's as uncomfortable as it's sexy.,: When you stay out late what time do you get home?,: A body part that lets you know when it's tired.,: Something that vampires HATE.,: Something assoc. w/ an angel.,"Tamara: Bra (48), midnight (19), back (7), garlic (41) & halo (28)
Duane (married to Tamara): Undies (28), 11 (8), stomach, silver & wings (48)
Unsaid #1s: 2AM & eyes || "
1358,792,1453,1451,"G1: Douglases (Rancho Cucamonga)(Keshia, Kennedi, Kayla, Tyler & Anthony) v. Loes",7044,: If I could all I want of one food w/o getting fat I choose what?,: ________dance,: How many credit cards does the avg. person have?,: Tell me something you know about Elmo.,: Something that has horns.,"Jenny: Ice cream (18), Break (26), two (23), laugh (19) & unicorn (7)
Stephy: Candy (13), Strip, five (16), red (37) & bull (42)
Unsaid #1s: Pizza & three"
1359,792,1452,1454,"G2: McCulloughs v. Hutchersons (MEM, TX)(Haley, Chad, Allison, Monica & Richard)",7050,: Acc. to the men name the month of the yr. you watch the most sports on TV.,: On the scale how sexy's your voice?,: What's the best thing you make for dinner?,: When Winter starts name a state you wish you could relocate to.,: An animal that's big & grey.,"Tamara: Dec. (20), 5 (21), steak (19), FL (31) & elephant (53)
Duane: Feb., 6 (14), sausage and potatoes, TX (4) & rhino (5)
Unsaid #1: Pasta || "
